genome_ID	OTU	NCBI_ID	novelty_category
mgy	1032	55518	known_strain
micr	1033	51671	known_strain
gai	1034	437505	known_strain
rco	1035	781	known_strain
rpla	1036	529883	known_strain
slu	1037	150055	known_strain
ahe	1038	28264	known_strain
xcb	1039	339	known_strain
mff	1040	980251	known_strain
hhk	1041	1052	known_strain
lmoe	1042	1639	known_strain
atm	1043	167964	known_strain
ial	1044	591197	known_strain
scn	1045	995	known_strain
colw	1046	56799	known_strain
bjs	1047	1409	known_strain
dpg	1048	901	known_strain
mick	1049	1271	known_strain
mcy	1050	171284	known_strain
aace	1051	435	known_strain
pgi	1052	837	known_strain
rbg	1053	441209	known_strain
kle	1054	1334193	known_strain
mchc	1055	216427	known_strain
rto	1056	33039	known_strain
kfl	1057	182640	known_strain
cspu	1058	1019	known_strain
bacq	1059	1409	known_strain
mmy	1060	2102	known_strain
anx	1061	1872570	known_strain
ses	1062	28901	known_strain
rpq	1063	782	known_strain
aep	1064	361183	known_strain
lhr	1065	1587	known_strain
scla	1066	2139	known_strain
tid	1067	171695	known_strain
mcz	1068	78331	known_strain
psz	1069	316	known_strain
gfl	1070	1486245	known_strain
strc	1071	1931	known_strain
ssed	1072	386874	known_strain
dug	1073	1904440	known_strain
pacn	1074	1747	known_strain
hhc	1075	421628	known_strain
ppoa	1076	2042057	known_strain
pne	1077	576610	known_strain
vgu	1078	1185412	known_strain
moo	1079	273677	known_strain
aoh	1080	142058	known_strain
sar	1081	1280	known_strain
mgt	1082	2096	known_strain
mtv	1083	1773	known_strain
barh	1084	858423	known_strain
aacx	1085	2052179	known_strain
rxy	1086	49319	known_strain
ica	1087	53358	known_strain
sde	1088	86304	known_strain
snk	1089	28894	known_strain
smup	1090	336809	known_strain
pcq	1091	53408	known_strain
cia	1092	182773	known_strain
ahy	1093	644	known_strain
kse	1094	1276	known_strain
hpy	1095	210	known_strain
dto	1096	28223	known_strain
lyg	1097	1869345	known_strain
aacd	1098	715473	known_strain
dap	1099	118000	known_strain
thl	1100	51669	known_strain
clh	1101	979	known_strain
ces	1102	813	known_strain
pnc	1103	287	known_strain
tcn	1104	1463158	known_strain
seu	1105	1336	known_strain
hvn	1106	44935	known_strain
pfz	1107	296	known_strain
crc	1108	114185	known_strain
lff	1109	1613	known_strain
ctjs	1110	813	known_strain
kmi	1111	1134687	known_strain
aur	1112	1376	known_strain
oli	1113	1898398	known_strain
rby	1114	103816	known_strain
dmr	1115	309887	known_strain
bht	1116	260554	known_strain
cpk	1117	1719	known_strain
ftm	1118	263	known_strain
smac	1119	615	known_strain
spsc	1120	561061	known_strain
htt	1121	664683	known_strain
fpw	1122	96345	known_strain
mbai	1123	1785	known_strain
arl	1124	1667	known_strain
red	1125	159346	known_strain
tjr	1126	863643	known_strain
txy	1127	29329	known_strain
sys	1128	1143	known_strain
hol	1129	390919	known_strain
cpec	1130	85991	known_strain
hpk	1131	2331	known_strain
baw	1132	9	known_strain
mcol	1133	324078	known_strain
fpa	1134	853	known_strain
mlb	1135	1769	known_strain
ant	1136	28199	known_strain
ahp	1137	644	known_strain
cabo	1138	83555	known_strain
ale	1139	232	known_strain
dso	1140	1089444	known_strain
cgs	1141	1718	known_strain
acio	1142	1872122	known_strain
brd	1143	1871086	known_strain
aih	1144	122358	known_strain
hpyb	1145	210	known_strain
mbov	1146	2112	known_strain
bamp	1147	492670	known_strain
sof	1148	618	known_strain
sele	1149	2053611	known_strain
cja	1150	155077	known_strain
svc	1151	217070	known_strain
neu	1152	915	known_strain
sagl	1153	1311	known_strain
lmh	1154	1639	known_strain
ccom	1155	410072	known_strain
aaa	1156	80867	known_strain
ass	1157	716	known_strain
rrh	1158	783	known_strain
lri	1159	158841	known_strain
kit	1160	1871188	known_strain
pme	1161	1219	known_strain
and	1162	1872573	known_strain
tnp	1163	93930	known_strain
ama	1164	770	known_strain
pchi	1165	79263	known_strain
spi	1166	1314	known_strain
pbd	1167	160799	known_strain
bals	1168	52764	known_strain
liw	1169	1638	known_strain
pazo	1170	47878	known_strain
camg	1171	1697	known_strain
bpsi	1172	1472345	known_strain
ebe	1173	562	known_strain
ajn	1174	40215	known_strain
mgb	1175	29556	known_strain
actc	1176	29317	known_strain
pge	1177	61647	known_strain
dsa	1178	880	known_strain
minf	1179	1236046	known_strain
elq	1180	39960	known_strain
pdq	1181	1835254	known_strain
bho	1182	35814	known_strain
psyc	1183	56811	known_strain
cou	1184	1719	known_strain
mpal	1185	300019	known_strain
sinh	1186	1969735	known_strain
sdt	1187	283734	known_strain
phn	1188	643674	known_strain
mal	1189	2110	known_strain
aeh	1190	351052	known_strain
pdw	1191	1163398	known_strain
mich	1192	1876	known_strain
pgg	1193	158627	known_strain
edw	1194	1906663	known_strain
dts	1195	180282	known_strain
ooe	1196	1247	known_strain
hdu	1197	730	known_strain
pcg	1198	47879	known_strain
fsl	1199	1282737	known_strain
swp	1200	404011	known_strain
bva	1201	203804	known_strain
ngf	1202	1176536	known_strain
sthe	1203	1308	known_strain
opo	1204	82983	known_strain
tme	1205	46541	known_strain
spat	1206	1811193	known_strain
fgg	1207	661481	known_strain
spor	1208	49982	known_strain
sln	1209	28035	known_strain
mms	1210	1871054	known_strain
gak	1211	1434191	known_strain
tgr	1212	1033854	known_strain
spkc	1213	28214	known_strain
paee	1214	58172	known_strain
caph	1215	44737	known_strain
mfer	1216	1179777	known_strain
pah	1217	28123	known_strain
cyo	1218	133448	known_strain
hpx	1219	210	known_strain
bqr	1220	803	known_strain
orh	1221	28251	known_strain
sdo	1222	421000	known_strain
cmed	1223	291048	known_strain
trs	1224	392734	known_strain
ppsy	1225	1788301	known_strain
auh	1226	128944	known_strain
amin	1227	708131	known_strain
pmo	1228	69499	known_strain
phc	1229	1215089	known_strain
bly	1230	1703	known_strain
hbl	1231	37372	known_strain
kia	1232	1869195	known_strain
asi	1233	716	known_strain
sabu	1234	1899428	known_strain
mpur	1235	37487	known_strain
hip	1236	727	known_strain
avp	1237	1054033	known_strain
fpo	1238	96345	known_strain
ecas	1239	37734	known_strain
rps	1240	782	known_strain
ncx	1241	404386	known_strain
hhl	1242	42422	known_strain
ppno	1243	93220	known_strain
nah	1244	228602	known_strain
jaj	1245	1871054	known_strain
ler	1246	1898428	known_strain
has	1247	656519	known_strain
gqu	1248	929813	known_strain
wfu	1249	1790137	known_strain
sfx	1250	623	known_strain
bfd	1251	1783501	known_strain
svd	1252	67581	known_strain
gbs	1253	364410	known_strain
bag	1254	1398	known_strain
slau	1255	39478	known_strain
prc	1256	1220	known_strain
mre	1257	277	known_strain
ofo	1258	847	known_strain
vig	1259	1872700	known_strain
bif	1260	324767	known_strain
acp	1261	161493	known_strain
emr	1262	35795	known_strain
mars	1263	1821621	known_strain
medw	1264	53558	known_strain
pcv	1265	554	known_strain
lhk	1266	168471	known_strain
sgs	1267	68214	known_strain
cpi	1268	79329	known_strain
srt	1269	286802	known_strain
paz	1270	1747	known_strain
mcab	1271	47853	known_strain
sang	1272	1328	known_strain
ppsh	1273	122355	known_strain
cby	1274	1491	known_strain
ctfw	1275	813	known_strain
bmoj	1276	72360	known_strain
blv	1277	28025	known_strain
lss	1278	452	known_strain
srim	1279	1927	known_strain
pmol	1280	78327	known_strain
bdn	1281	1689	known_strain
lvn	1282	1486034	known_strain
sata	1283	1893	known_strain
snt	1284	1313	known_strain
jlv	1285	29581	known_strain
cgo	1286	33871	known_strain
sca	1287	1281	known_strain
xbo	1288	40576	known_strain
gst	1289	1409	known_strain
teq	1290	29575	known_strain
senc	1291	28901	known_strain
brf	1292	1871086	known_strain
hfe	1293	214	known_strain
tti	1294	108010	known_strain
hpas	1295	738	known_strain
mman	1296	560555	known_strain
amg	1297	28108	known_strain
ptl	1298	1426	known_strain
brx	1299	1891286	known_strain
pls	1300	37635	known_strain
scc	1301	273376	known_strain
elc	1302	562	known_strain
suli	1303	1903071	known_strain
xii	1304	134550	known_strain
ppee	1305	102862	known_strain
pad	1306	1747	known_strain
ped	1307	1971214	known_strain
sht	1308	341027	known_strain
mcar	1309	2095	known_strain
vpi	1310	633807	known_strain
wpa	1311	1249	known_strain
for	1312	2018467	known_strain
metl	1313	418	known_strain
fso	1314	1802983	known_strain
mtj	1315	1773	known_strain
vdn	1316	39778	known_strain
hps	1317	210	known_strain
psky	1318	97481	known_strain
nmc	1319	487	known_strain
heb	1320	210	known_strain
thr	1321	28240	known_strain
gsk	1322	35554	known_strain
era	1323	39491	known_strain
bhs	1324	38323	known_strain
mhq	1325	75985	known_strain
dpn	1326	39950	known_strain
pgt	1327	837	known_strain
apl	1328	715	known_strain
kan	1329	1218801	known_strain
dmi	1330	79209	known_strain
clm	1331	201	known_strain
shl	1332	271098	known_strain
mhe	1333	136241	known_strain
bbru	1334	1685	known_strain
sip	1335	1306	known_strain
axo	1336	85698	known_strain
tphg	1337	162	known_strain
bbrd	1338	1685	known_strain
ctll	1339	813	known_strain
sna	1340	283811	known_strain
brev	1341	1871086	known_strain
pmq	1342	61624	known_strain
mbv	1343	28903	known_strain
hee	1344	1890675	known_strain
dol	1345	181663	known_strain
hsz	1346	964	known_strain
lmt	1347	1639	known_strain
gvh	1348	2702	known_strain
cga	1349	11	known_strain
lrf	1350	1598	known_strain
cdv	1351	1717	known_strain
slv	1352	1916	known_strain
cthj	1353	813	known_strain
dpm	1354	29394	known_strain
hna	1355	927	known_strain
mpk	1356	513223	known_strain
eli	1357	39960	known_strain
tsg	1358	154288	known_strain
sdi	1359	216936	known_strain
cku	1360	35755	known_strain
tta	1361	119394	known_strain
xax	1362	53413	known_strain
lbw	1363	1898203	known_strain
abai	1364	1883427	known_strain
ftw	1365	263	known_strain
nsf	1366	28449	known_strain
hyg	1367	1411621	known_strain
mgm	1368	1124597	known_strain
aeq	1369	446660	known_strain
amei	1370	1971214	known_strain
lfr	1371	1613	known_strain
bsp	1372	1423	known_strain
idt	1373	1874361	known_strain
mari	1374	50741	known_strain
sacg	1375	33915	known_strain
ppen	1376	1255	known_strain
mpf	1377	2123	known_strain
hix	1378	727	known_strain
lsa	1379	1599	known_strain
gad	1380	46124	known_strain
mbo	1381	1765	known_strain
bcor	1382	1687	known_strain
fre	1383	1855	known_strain
lez	1384	69	known_strain
prm	1385	1220	known_strain
rag	1386	34085	known_strain
taz	1387	150829	known_strain
mcob	1388	114880	known_strain
arca	1389	72409	known_strain
spv	1390	1313	known_strain
mthn	1391	1797	known_strain
ane	1392	1655	known_strain
sbu	1393	1131703	known_strain
sdf	1394	465721	known_strain
syq	1395	1143	known_strain
afd	1396	214856	known_strain
nzo	1397	326523	known_strain
bpu	1398	1408	known_strain
lmo	1399	1639	known_strain
pcm	1400	188932	known_strain
mare	1401	1897614	known_strain
lmoo	1402	1639	known_strain
boh	1403	28081	known_strain
sik	1404	1346	known_strain
bka	1405	630129	known_strain
sge	1406	67304	known_strain
sft	1407	623	known_strain
rph	1408	1105106	known_strain
ers	1409	1648	known_strain
bsl	1410	1423	known_strain
bsca	1411	158787	known_strain
sth	1412	2734	known_strain
tla	1413	1427523	known_strain
spdr	1414	341027	known_strain
erg	1415	779	known_strain
clo	1416	884684	known_strain
aco	1417	81468	known_strain
thio	1418	935	known_strain
csha	1419	1493872	known_strain
erw	1420	779	known_strain
abo	1421	59754	known_strain
plp	1422	44475	known_strain
bvs	1423	397865	known_strain
bacp	1424	1409	known_strain
star	1425	1873494	known_strain
tmw	1426	2336	known_strain
mhf	1427	29501	known_strain
cgv	1428	187491	known_strain
llj	1429	1358	known_strain
jsv	1430	368607	known_strain
thz	1431	28240	known_strain
moy	1432	82380	known_strain
pstt	1433	316	known_strain
ctai	1434	1141221	known_strain
mcom	1435	114881	known_strain
bcl	1436	79880	known_strain
msk	1437	57372	known_strain
afs	1438	196914	known_strain
leo	1439	104608	known_strain
sut	1440	1280	known_strain
odi	1441	2021368	known_strain
iva	1442	139208	known_strain
salt	1443	1903072	known_strain
llg	1444	45067	known_strain
bbrn	1445	1685	known_strain
cbra	1446	57706	known_strain
ahi	1447	644	known_strain
cju	1448	197	known_strain
ror	1449	54291	known_strain
pses	1450	306	known_strain
pfae	1451	1598147	known_strain
bfb	1452	817	known_strain
kpt	1453	573	known_strain
tma	1454	2336	known_strain
lph	1455	446	known_strain
paey	1456	1934391	known_strain
asan	1457	119206	known_strain
prt	1458	200991	known_strain
msx	1459	1420916	known_strain
hin	1460	727	known_strain
ecl	1461	562	known_strain
cue	1462	65058	known_strain
tpc	1463	160	known_strain
saz	1464	60478	known_strain
spap	1465	653931	known_strain
bbw	1466	959	known_strain
stab	1467	324079	known_strain
clap	1468	158823	known_strain
lmir	1469	47671	known_strain
cew	1470	1926876	known_strain
slj	1471	150120	known_strain
dpi	1472	879567	known_strain
pms	1473	61624	known_strain
cjd	1474	197	known_strain
smub	1475	336809	known_strain
cbx	1476	1436289	known_strain
tdf	1477	1285901	known_strain
def	1478	885	known_strain
lhh	1479	1587	known_strain
nmq	1480	487	known_strain
jea	1481	1871619	known_strain
cyu	1482	1453359	known_strain
dmg	1483	61435	known_strain
gps	1484	326544	known_strain
ljr	1485	456	known_strain
bcat	1486	1686	known_strain
cof	1487	34028	known_strain
syr	1488	1131	known_strain
msn	1489	1772	known_strain
eld	1490	562	known_strain
dca	1491	1565	known_strain
sthr	1492	338644	known_strain
lsg	1493	1640	known_strain
mai	1494	349221	known_strain
mbq	1495	28903	known_strain
swo	1496	863	known_strain
btp	1497	33905	known_strain
sgo	1498	1302	known_strain
mfb	1499	33	known_strain
chu	1500	985	known_strain
pli	1501	235572	known_strain
vbs	1502	2026799	known_strain
sdp	1503	53344	known_strain
cpsg	1504	83554	known_strain
masy	1505	1882437	known_strain
spx	1506	1313	known_strain
bcac	1507	47678	known_strain
tsa	1508	870903	known_strain
kst	1509	380738	known_strain
xoy	1510	347	known_strain
cure	1511	827	known_strain
cfu	1512	158899	known_strain
cml	1513	2751	known_strain
cvc	1514	1108595	known_strain
mard	1515	383750	known_strain
bcib	1516	198346	known_strain
nmn	1517	487	known_strain
plak	1518	622681	known_strain
ssx	1519	1931	known_strain
bas	1520	9	known_strain
sequ	1521	1336	known_strain
amae	1522	314275	known_strain
adp	1523	51161	known_strain
hpb	1524	210	known_strain
stj	1525	1304	known_strain
rtm	1526	300028	known_strain
caqu	1527	203263	known_strain
axx	1528	85698	known_strain
pdf	1529	1496	known_strain
cbz	1530	1520	known_strain
ntc	1531	2055889	known_strain
zdf	1532	347534	known_strain
pmb	1533	1219	known_strain
lys	1534	1869345	known_strain
hdn	1535	53399	known_strain
rix	1536	166486	known_strain
maqi	1537	254955	known_strain
sva	1538	1675686	known_strain
mbj	1539	1912503	known_strain
sanu	1540	285578	known_strain
pum	1541	198618	known_strain
bajc	1542	9	known_strain
asla	1543	52774	known_strain
tdi	1544	669041	known_strain
fpsz	1545	96345	known_strain
pmic	1546	33033	known_strain
mgra	1547	85402	known_strain
apv	1548	1382	known_strain
abt	1549	28197	known_strain
hiz	1550	727	known_strain
bau	1551	9	known_strain
msho	1552	133549	known_strain
xtw	1553	1444770	known_strain
oih	1554	182710	known_strain
hpd	1555	210	known_strain
ecq	1556	562	known_strain
uue	1557	2130	known_strain
rrz	1558	1830	known_strain
bbf	1559	1681	known_strain
sbac	1560	1817405	known_strain
pse	1561	1913980	known_strain
rge	1562	28068	known_strain
psed	1563	306	known_strain
eck	1564	562	known_strain
mesl	1565	2051955	known_strain
drg	1566	1715720	known_strain
ttp	1567	1050	known_strain
hhp	1568	210	known_strain
bli	1569	1402	known_strain
lra	1570	47715	known_strain
bsut	1571	1423	known_strain
cser	1572	1082851	known_strain
ppg	1573	303	known_strain
bmd	1574	1404	known_strain
smus	1575	1294	known_strain
scb	1576	1930	known_strain
teg	1577	29575	known_strain
erz	1578	1670831	known_strain
cde	1579	1717	known_strain
eau	1580	61645	known_strain
tcy	1581	147268	known_strain
blab	1582	1955243	known_strain
ppar	1583	1905730	known_strain
blut	1584	199591	known_strain
nlc	1585	1288494	known_strain
cah	1586	84023	known_strain
halo	1587	1486246	known_strain
nab	1588	2039639	known_strain
msb	1589	1772	known_strain
blz	1590	216816	known_strain
psa	1591	316	known_strain
efs	1592	1351	known_strain
ckp	1593	161879	known_strain
reo	1594	1541743	known_strain
bacb	1595	1409	known_strain
aym	1596	467094	known_strain
cmb	1597	69666	known_strain
hya	1598	2053560	known_strain
nri	1599	950	known_strain
ric	1600	789	known_strain
phau	1601	183417	known_strain
msl	1602	199596	known_strain
smul	1603	66821	known_strain
ssus	1604	1307	known_strain
gef	1605	46610	known_strain
esu	1606	39492	known_strain
ppun	1607	303	known_strain
erf	1608	1042	known_strain
csw	1609	813	known_strain
tmp	1610	104268	known_strain
dji	1611	1379159	known_strain
mcm	1612	2113	known_strain
nml	1613	53461	known_strain
hiq	1614	727	known_strain
trz	1615	69710	known_strain
gza	1616	213419	known_strain
cab	1617	83555	known_strain
rhh	1618	1869214	known_strain
proc	1619	290513	known_strain
uam	1620	2026780	known_strain
aun	1621	1376	known_strain
gly	1622	1913978	known_strain
ppol	1623	1406	known_strain
nmz	1624	487	known_strain
cdl	1625	1496	known_strain
mavu	1626	1764	known_strain
sij	1627	78259	known_strain
cgn	1628	1324352	known_strain
ftl	1629	263	known_strain
echl	1630	945	known_strain
ctak	1631	536441	known_strain
naq	1632	492	known_strain
sros	1633	1855875	known_strain
schr	1634	46126	known_strain
clb	1635	1506	known_strain
pbm	1636	74829	known_strain
ais	1637	217204	known_strain
slr	1638	1307761	known_strain
mbk	1639	1765	known_strain
cpp	1640	1719	known_strain
upr	1641	134821	known_strain
bsue	1642	77635	known_strain
pml	1643	33926	known_strain
acg	1644	87541	known_strain
suk	1645	1280	known_strain
pdr	1646	43306	known_strain
prb	1647	93220	known_strain
mds	1648	86660	known_strain
cpsu	1649	1719	known_strain
msc	1650	1911079	known_strain
meo	1651	1048757	known_strain
tas	1652	84590	known_strain
cmet	1653	1437009	known_strain
tae	1654	499229	known_strain
cmc	1655	28447	known_strain
apy	1656	948	known_strain
flp	1657	563172	known_strain
bamy	1658	492670	known_strain
she	1659	50422	known_strain
dds	1660	876	known_strain
ariv	1661	648794	known_strain
rtb	1662	785	known_strain
kma	1663	157779	known_strain
camh	1664	1055104	known_strain
adh	1665	196024	known_strain
mgk	1666	862126	known_strain
lii	1667	1638	known_strain
ebg	1668	881260	known_strain
achr	1669	134375	known_strain
gam	1670	36821	known_strain
aol	1671	44255	known_strain
abu	1672	28197	known_strain
sfic	1673	1977088	known_strain
sgm	1674	68210	known_strain
seqo	1675	246432	known_strain
phe	1676	984	known_strain
bln	1677	216816	known_strain
mtub	1678	1773	known_strain
avn	1679	354	known_strain
pgn	1680	837	known_strain
pph	1681	34090	known_strain
azi	1682	29544	known_strain
calk	1683	338648	known_strain
hpn	1684	210	known_strain
abaa	1685	470	known_strain
dax	1686	361111	known_strain
pmu	1687	747	known_strain
ftn	1688	263	known_strain
dey	1689	1917218	known_strain
fbt	1690	2026740	known_strain
sbr	1691	651822	known_strain
psyp	1692	56811	known_strain
scoe	1693	116188	known_strain
ahu	1694	1226968	known_strain
ngv	1695	280236	known_strain
djj	1696	1667168	known_strain
ace	1697	28049	known_strain
crd	1698	258224	known_strain
mxe	1699	1789	known_strain
tpt	1700	93929	known_strain
spq	1701	28901	known_strain
nmi	1702	487	known_strain
csn	1703	102235	known_strain
erb	1704	2049044	known_strain
pkt	1705	1904253	known_strain
elt	1706	1939629	known_strain
dmd	1707	61435	known_strain
sena	1708	28901	known_strain
sure	1709	1571	known_strain
nch	1710	320497	known_strain
sacz	1711	128780	known_strain
aaqu	1712	323284	known_strain
chw	1713	1813019	known_strain
scos	1714	76860	known_strain
clx	1715	75658	known_strain
sphn	1716	341027	known_strain
tcm	1717	1741	known_strain
tep	1718	499229	known_strain
cri	1719	114185	known_strain
far	1720	255247	known_strain
aacn	1721	714	known_strain
fra	1722	106370	known_strain
cjl	1723	197	known_strain
srs	1724	616	known_strain
bhe	1725	38323	known_strain
nwd	1726	607711	known_strain
jaz	1727	1871054	known_strain
psgc	1728	1903748	known_strain
pow	1729	58172	known_strain
stw	1730	1308	known_strain
obg	1731	1838286	known_strain
amk	1732	28108	known_strain
tdn	1733	39766	known_strain
sbk	1734	43661	known_strain
cje	1735	197	known_strain
spra	1736	67345	known_strain
lea	1737	1898428	known_strain
mbd	1738	83453	known_strain
ctb	1739	813	known_strain
nmh	1740	487	known_strain
crv	1741	114185	known_strain
acn	1742	769	known_strain
amf	1743	770	known_strain
mfoi	1744	491950	known_strain
bcoa	1745	1398	known_strain
fin	1746	312277	known_strain
xbu	1747	290110	known_strain
ecc	1748	562	known_strain
tde	1749	158	known_strain
rbo	1750	33990	known_strain
camu	1751	320787	known_strain
mxa	1752	34	known_strain
bsus	1753	1423	known_strain
bsun	1754	653940	known_strain
saus	1755	1280	known_strain
wvi	1756	1014	known_strain
krs	1757	1275	known_strain
fsc	1758	833	known_strain
col	1759	44737	known_strain
mmam	1760	1780	known_strain
abg	1761	91915	known_strain
sus	1762	332162	known_strain
bpak	1763	141	known_strain
pcat	1764	2003188	known_strain
mnv	1765	459858	known_strain
elm	1766	53442	known_strain
pjp	1767	69284	known_strain
tey	1768	51669	known_strain
mfel	1769	33923	known_strain
smia	1770	2144	known_strain
cnk	1771	1241982	known_strain
mcs	1772	480	known_strain
aok	1773	328813	known_strain
lim	1774	1907725	known_strain
spyo	1775	1314	known_strain
ecn	1776	944	known_strain
ccs	1777	155892	known_strain
ftu	1778	263	known_strain
spyh	1779	1314	known_strain
mpm	1780	2104	known_strain
sie	1781	1338	known_strain
cct	1782	116085	known_strain
cmm	1783	83560	known_strain
bdm	1784	293	known_strain
blt	1785	28025	known_strain
mgs	1786	2096	known_strain
buj	1787	40324	known_strain
sve	1788	54571	known_strain
ypu	1789	633	known_strain
kphy	1790	860235	known_strain
abl	1791	28197	known_strain
erd	1792	38403	known_strain
mfla	1793	871742	known_strain
xoo	1794	347	known_strain
mcan	1795	29554	known_strain
lni	1796	42895	known_strain
shi	1797	84110	known_strain
gcr	1798	162496	known_strain
ljn	1799	33959	known_strain
mtur	1800	1773	known_strain
bagr	1801	51101	known_strain
sinv	1802	1738770	known_strain
mhib	1803	29314	known_strain
avc	1804	1656	known_strain
tbog	1805	521689	known_strain
bcel	1806	246787	known_strain
gma	1807	940614	known_strain
aph	1808	948	known_strain
eal	1809	208962	known_strain
bbre	1810	1685	known_strain
ctch	1811	813	known_strain
pul	1812	747	known_strain
bdc	1813	28201	known_strain
lhe	1814	1587	known_strain
paec	1815	287	known_strain
elb	1816	172045	known_strain
ctl	1817	813	known_strain
ady	1818	1353891	known_strain
dpy	1819	164759	known_strain
nsi	1820	488	known_strain
phar	1821	54005	known_strain
bpet	1822	520	known_strain
ctmj	1823	813	known_strain
kpd	1824	1561924	known_strain
sphz	1825	341027	known_strain
barw	1826	46358	known_strain
pbc	1827	930166	known_strain
lcg	1828	1796635	known_strain
pdo	1829	78258	known_strain
mao	1830	1764	known_strain
rbs	1831	2026785	known_strain
chrz	1832	1871047	known_strain
ypq	1833	633	known_strain
mgac	1834	2096	known_strain
dar	1835	259537	known_strain
ppf	1836	303	known_strain
ean	1837	132920	known_strain
squ	1838	137545	known_strain
hms	1839	217	known_strain
sye	1840	1131	known_strain
mpb	1841	2104	known_strain
pnu	1842	576611	known_strain
cpsf	1843	1719	known_strain
bsh	1844	1423	known_strain
eco	1845	562	known_strain
krd	1846	283686	known_strain
brc	1847	376	known_strain
mpa	1848	1764	known_strain
cff	1849	196	known_strain
cbac	1850	2011094	known_strain
bfl	1851	203907	known_strain
barr	1852	46358	known_strain
lab	1853	84531	known_strain
macr	1854	1871621	known_strain
kur	1855	1963358	known_strain
vcz	1856	666	known_strain
dmm	1857	45655	known_strain
lio	1858	1638	known_strain
mih	1859	51671	known_strain
paen	1860	58172	known_strain
mcun	1861	34061	known_strain
cij	1862	2024827	known_strain
slm	1863	69392	known_strain
rat	1864	34085	known_strain
esz	1865	1884818	known_strain
xoz	1866	347	known_strain
taci	1867	1794699	known_strain
tab	1868	1214604	known_strain
fnl	1869	657445	known_strain
adi	1870	285091	known_strain
dsy	1871	49338	known_strain
gmo	1872	29391	known_strain
mft	1873	1766	known_strain
mhyl	1874	2099	known_strain
nbr	1875	37326	known_strain
mph	1876	29405	known_strain
mhae	1877	75985	known_strain
nro	1878	1774216	known_strain
bni	1879	28025	known_strain
bae	1880	1452	known_strain
nmt	1881	487	known_strain
tph	1882	160	known_strain
arm	1883	1667	known_strain
rrf	1884	1085	known_strain
cmai	1885	28258	known_strain
asp	1886	233316	known_strain
lcj	1887	28084	known_strain
proe	1888	336820	known_strain
ctg	1889	813	known_strain
kak	1890	1917421	known_strain
lbu	1891	1584	known_strain
mtk	1892	1773	known_strain
sno	1893	921	known_strain
nos	1894	1180	known_strain
mtc	1895	1773	known_strain
stg	1896	1314	known_strain
anm	1897	1872573	known_strain
lmoz	1898	1639	known_strain
sync	1899	1131	known_strain
rpne	1900	758	known_strain
abut	1901	433296	known_strain
fbe	1902	1871037	known_strain
asb	1903	49082	known_strain
mgg	1904	75385	known_strain
aab	1905	1804986	known_strain
avg	1906	33037	known_strain
apac	1907	1306787	known_strain
fpc	1908	96345	known_strain
sals	1909	1888	known_strain
fha	1910	549298	known_strain
cspf	1911	206	known_strain
mrn	1912	156977	known_strain
aaq	1913	656366	known_strain
ksa	1914	1158459	known_strain
cdb	1915	1717	known_strain
paus	1916	119981	known_strain
eao	1917	1117645	known_strain
leif	1918	1870902	known_strain
rav	1919	191292	known_strain
mar	1920	1126	known_strain
actt	1921	1872129	known_strain
mhx	1922	75985	known_strain
hpq	1923	210	known_strain
kva	1924	244366	known_strain
stf	1925	1304	known_strain
fps	1926	96345	known_strain
bju	1927	375	known_strain
pall	1928	101564	known_strain
achb	1929	134375	known_strain
lad	1930	1579	known_strain
dmz	1931	61435	known_strain
sapi	1932	2137	known_strain
cej	1933	40001	known_strain
fle	1934	76259	known_strain
psev	1935	1915061	known_strain
spj	1936	1314	known_strain
pbac	1937	198119	known_strain
pabs	1938	1125966	known_strain
dva	1939	1630135	known_strain
plui	1940	29488	known_strain
sao	1941	1280	known_strain
pcag	1942	36874	known_strain
tau	1943	43948	known_strain
shg	1944	341027	known_strain
ssa	1945	1305	known_strain
nii	1946	42353	known_strain
cyy	1947	2024830	known_strain
rrm	1948	783	known_strain
asm	1949	49082	known_strain
bll	1950	216816	known_strain
fpr	1951	853	known_strain
ple	1952	235572	known_strain
lgy	1953	1145276	known_strain
bco	1954	1413	known_strain
nae	1955	556325	known_strain
hci	1956	573657	known_strain
deb	1957	61435	known_strain
bxy	1958	371601	known_strain
mhr	1959	2100	known_strain
lem	1960	69	known_strain
strd	1961	1931	known_strain
amyb	1962	37632	known_strain
cmar	1963	1397108	known_strain
axl	1964	1449	known_strain
cfk	1965	1230998	known_strain
meh	1966	1055487	known_strain
rrn	1967	783	known_strain
hhe	1968	32025	known_strain
hik	1969	727	known_strain
sala	1970	1915057	known_strain
mgz	1971	2096	known_strain
bbrj	1972	1685	known_strain
crz	1973	1778675	known_strain
satr	1974	1114980	known_strain
arp	1975	118562	known_strain
mtho	1976	1525	known_strain
pbs	1977	119	known_strain
sll	1978	216942	known_strain
psab	1979	365617	known_strain
sdc	1980	1334	known_strain
slut	1981	1045317	known_strain
esc	1982	1334193	known_strain
tri	1983	744515	known_strain
gca	1984	370405	known_strain
mant	1985	674079	known_strain
plt	1986	1100	known_strain
rhb	1987	1831	known_strain
ens	1988	42895	known_strain
njp	1989	417574	known_strain
erm	1990	1547	known_strain
hyb	1991	1904254	known_strain
blg	1992	216816	known_strain
wri	1993	956	known_strain
msag	1994	47875	known_strain
ppk	1995	93220	known_strain
rai	1996	34085	known_strain
